,Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,group
Q.15-m6,0.00680687,0.054308119,0.036576838,0.046295438,0.140451522,0.095501818,0.09324303,-0.131336521,0.164442915,0.039385789,0.06430813,0.022846841,0.083472228,0.325350003,0.181635043,0.308696704,0.299013949,0.209821718,0.25167957,0.201205487,0.362998827,0.277088646,0.335999079,0.351988441,0.074696688,0.106149523,0.084564926,0.062110443,0.072624498,0.075577092,0.098651041,0.095256301,0.158792612,0.149497297,0.167853035,-0.119009483,0.272579773,0.43035125,0.388667616,0.331268007,0.362094059,0.25764173,0.329899344,0.284252864,0.194451471,0.19562219,0.227823352,0.214580957,-0.009595504,-0.118899357,0.196145947,0.097747917,0.213992519,0.150510699,0.175679079,0.240066439,0.332310093,0.303223059,0.17782808,0.147395995,0.372628405,0.215163723,0.467074205,0.443347043,0.258843001,0.319848158,0.273230257,0.075841469,0.231650179,0.028231414,0.258468392,0.240526777,0.287005287,0.392599907,0.40707296,0.35900794,0.245293669,0.268038991,0.293216352,0.340899659,0.274387247,0.348308662,0.118510725,0.295369315,0.281803906,0.260830998,0.464335885,0.261430798,0.254685774,0.532761328,0.429484947,0.394797786,0.36979766,0.352529214,0.34542932,0.435013405,0.480880196,0.519353183,0.727809462,1,0.61694838,0.568578886,0.487249363,0.4407319,0.151060254,0.408902867,-0.354369943,0.104813714,0.089094465,0.290516886,-0.25468723,0.121336659,0.158535206,0.159123077,0.15717449,0.238202466,-0.030633628
Q.15-m7,-0.151394381,-0.082835103,-0.077145415,-0.113424189,0.01894874,-0.078441232,-0.077548438,-0.26100641,-0.011293529,-0.127591071,-0.070731023,-0.028037131,-0.028094822,0.429940698,0.411213102,0.497091861,0.387877531,0.426120346,0.411731692,0.454330613,0.39984363,0.414115938,0.328767982,0.413328183,0.272038675,0.333573012,0.119739086,0.081923266,0.108724009,0.155330084,0.085304498,0.04017994,0.225403392,-0.020215501,0.103321927,-0.018022104,0.346673687,0.382755277,0.481181365,0.436047347,0.444847181,0.270879851,0.297857209,0.284571386,0.218775,0.304462505,0.288701258,0.286482426,0.092072172,-0.161961413,0.289673402,0.286838198,0.365828293,0.284679586,0.122408589,0.215788286,0.360837398,0.455506842,0.119627964,0.037148041,0.442130345,0.238426659,0.430153526,0.360580046,0.107446593,0.208010519,0.166502191,-0.022655977,0.094300413,0.028021009,0.355542289,0.397767305,0.421271602,0.545814876,0.487518744,0.503324343,0.216658631,0.279095783,0.268617196,0.336872141,0.240387478,0.310586984,0.018673482,0.210494603,0.259642103,0.244973658,0.508731235,0.313728249,0.215344122,0.560395246,0.48016662,0.598299808,0.574841212,0.354822855,0.273936251,0.463734248,0.360144691,0.47217114,0.63336851,0.61694838,1,0.741070765,0.521398043,0.493419342,0.070059074,0.426912757,-0.418137713,-0.000539547,-0.013321886,0.283700666,-0.337782855,0.049055119,0.096612552,0.009225044,-0.023153599,0.133159835,0.004859302
Q.15-m8,-0.085733554,-0.05398645,-0.02881473,-0.068377398,0.047026969,0.024129196,-0.043080418,-0.211409668,0.017977153,-0.06205701,-0.006714279,0.0395693,-0.00256691,0.389689252,0.345163964,0.452792018,0.364835801,0.361742215,0.357704579,0.382902627,0.38451692,0.366087411,0.334615933,0.39256991,0.251757936,0.278708608,0.102459365,0.093951288,0.107536669,0.146189683,0.076623841,0.114099673,0.231783753,-0.005514603,0.12513245,-0.021227335,0.360552839,0.384082076,0.382639435,0.378836126,0.374206787,0.252393424,0.306765613,0.325041918,0.127272794,0.201474171,0.182523172,0.15774327,2.04E-05,-0.144653692,0.180448299,0.213867563,0.255642499,0.273811986,0.146025928,0.245569459,0.337361314,0.429821025,0.151369235,0.107278457,0.370884472,0.225023248,0.363742451,0.334985443,0.128077219,0.223707013,0.182877675,0.048962401,0.120644073,0.048633105,0.295532768,0.309202076,0.384979742,0.45136888,0.424344495,0.391759601,0.242188854,0.284100236,0.255956931,0.309126321,0.26009728,0.323434736,0.082638698,0.218769788,0.343150417,0.302303046,0.565372251,0.318664526,0.267391918,0.567156242,0.561194015,0.507971588,0.541984771,0.496862727,0.338084399,0.486196419,0.423725776,0.495481943,0.609027217,0.568578886,0.741070765,1,0.496530377,0.461052171,0.097590665,0.397401013,-0.384614518,0.047309066,0.047053404,0.229615929,-0.264241291,0.087598039,0.131553017,0.06681491,0.024365632,0.168268411,0.023064647
Q.15-m9,0.077662128,0.094557477,0.136554431,0.133490165,0.17672393,0.094093763,0.102371706,-0.096407475,0.156598743,0.098426832,0.115957335,0.146609959,0.072710637,0.369854857,0.23976435,0.4048119,0.419605687,0.339149927,0.404918432,0.241008747,0.499697337,0.387423495,0.437909055,0.369732316,0.217768622,0.162632112,0.14664221,0.054609878,0.127339158,0.180492602,0.190864984,0.181079034,0.142783503,0.018860075,0.125202562,-0.068955974,0.301147816,0.303284696,0.266421446,0.299095483,0.298507685,0.239428788,0.39817239,0.391773814,0.143132023,0.121784037,0.131917463,0.153652785,-0.026709013,-0.077415305,0.225093546,0.02530084,0.240202976,0.309957744,0.314483789,0.363681404,0.42701341,0.377236035,0.223497793,0.290478021,0.387993091,0.361689087,0.332821757,0.350359208,0.279997002,0.325774124,0.306274763,0.213234853,0.269440367,0.167944616,0.130315363,0.13680116,0.120136354,0.387337536,0.447942461,0.367094448,0.362105096,0.414772669,0.403819461,0.514063983,0.436644704,0.51041197,0.348648468,0.520691407,0.443063554,0.423236597,0.423930928,0.490822086,0.410314928,0.5160502,0.456309885,0.454907657,0.459372562,0.408376715,0.428097563,0.497173374,0.497161393,0.478469526,0.45968345,0.487249363,0.521398043,0.496530377,1,0.650670397,0.289273004,0.376296023,-0.299495516,0.227819249,0.27478196,0.2738879,-0.209209947,0.307741412,0.382696127,0.304611206,0.297441948,0.368825189,-0.015510279
Q.15-m10,0.040880144,0.078521349,0.09455041,0.09677949,0.178755988,0.096632395,0.107674638,-0.131242399,0.137556798,0.087361629,0.02277065,0.169387306,0.138125757,0.440170143,0.29106356,0.449893056,0.495820861,0.370995006,0.472507513,0.278985691,0.50933404,0.411707517,0.470500232,0.470569232,0.278929095,0.230544393,0.189484108,0.134793372,0.146620288,0.197265224,0.216126304,0.121760402,0.164702726,-0.009610641,0.132316746,-0.008575431,0.212944853,0.326822728,0.282234619,0.311706222,0.236146295,0.262084372,0.406453945,0.338646937,0.111075883,0.248374842,0.246151925,0.151218075,-0.002133583,-0.133804948,0.167727148,0.110348971,0.197155468,0.316969422,0.36091946,0.36281798,0.407877221,0.433242855,0.314481593,0.285847177,0.365312141,0.396612152,0.310206652,0.327477071,0.313450167,0.332707644,0.292579776,0.193369345,0.246210966,0.188114694,0.155876573,0.138308939,0.172309777,0.417519419,0.531345106,0.464989788,0.39336676,0.459446278,0.444343837,0.570162525,0.496251482,0.517265864,0.331480721,0.447988993,0.413929083,0.402793839,0.473882455,0.440041159,0.386559649,0.509628422,0.499198963,0.43721631,0.404147075,0.421185645,0.446539897,0.466293856,0.466131691,0.503245221,0.447171568,0.4407319,0.493419342,0.461052171,0.650670397,1,0.34006932,0.412735915,-0.39481101,0.226644728,0.198904449,0.317009657,-0.285845555,0.306679319,0.42300073,0.273170662,0.26305047,0.327944632,0.005113814
Q.16-m1,0.284426802,0.268040666,0.290390243,0.343795509,0.237632278,0.274587336,0.355775803,0.163935794,0.32845727,0.290927378,0.277500171,0.269579671,0.256214917,0.198770753,-0.039568391,0.116968658,0.249753862,0.078628709,0.169259825,-0.068085495,0.282795411,0.165301019,0.318364512,0.222647286,-0.046377671,-0.0359845,0.109789728,0.08721076,0.149900446,0.190043986,0.394844269,0.272178682,0.088551293,0.052501106,0.045923385,0.058552992,0.130159708,0.12103716,0.044245317,0.097331545,0.01091219,0.111369646,0.240710559,0.342664124,-0.092014975,-0.081345536,-0.054904616,-0.0975327,-0.1659833,-0.151238746,-0.038405124,-0.189849129,-0.067519427,0.206045101,0.316634232,0.265075573,0.22735467,0.171107031,0.301737768,0.308146883,0.132432766,0.248052538,0.157833254,0.16986908,0.422815972,0.352072399,0.363420433,0.429262893,0.397501722,0.352003073,-0.144484265,-0.17377388,-0.16074728,0.020581111,0.166728717,0.144116574,0.340132001,0.337901852,0.355766004,0.230274783,0.408552629,0.358086746,0.385895395,0.313223224,0.396285756,0.285401205,0.219532499,0.360859411,0.376197507,0.235328194,0.195693226,0.065028368,0.114818784,0.304217522,0.449287657,0.129972339,0.340550837,0.203393213,0.158093182,0.151060254,0.070059074,0.097590665,0.289273004,0.34006932,1,0.202959301,-0.16755159,0.49160538,0.466380707,0.290282196,-0.046891467,0.500373799,0.510011795,0.467454463,0.512629328,0.478349392,-0.005018446
Q.16-m2,-0.025557377,-0.026183215,0.031027998,0.00664995,0.107565097,0.062236395,0.004158738,-0.212189566,0.106303069,0.019931445,0.035669519,0.111362859,0.083059093,0.32222102,0.248233463,0.395439442,0.296695899,0.278320974,0.385007412,0.27864786,0.285035783,0.360191842,0.289269887,0.337130114,0.148336507,0.196336567,0.123308155,0.043263504,0.086504698,0.133129859,0.15068038,0.048626064,0.229786471,0.117532183,0.206290738,-0.073492792,0.340172112,0.410027788,0.422526379,0.41560678,0.358075636,0.262988064,0.268119852,0.289389798,0.127560447,0.206669402,0.193440281,0.12832839,0.043323068,-0.186049432,0.160695539,0.228857465,0.281912128,0.250763988,0.089178134,0.173154727,0.237555238,0.295555756,0.184630241,0.222689895,0.414770613,0.278570461,0.34500279,0.327073448,0.150191738,0.246494084,0.139464496,0.053781323,0.124221421,0.065747496,0.20084356,0.232552804,0.251648606,0.537491095,0.456690166,0.412970381,0.186099944,0.233729163,0.220527016,0.433200636,0.262455071,0.373925744,0.083116831,0.289868825,0.250846555,0.246204316,0.307738605,0.195772169,0.206055375,0.434306089,0.297521815,0.396189509,0.316877817,0.21576373,0.134482284,0.278094074,0.254225414,0.33423231,0.342418188,0.408902867,0.426912757,0.397401013,0.376296023,0.412735915,0.202959301,1,-0.463932908,0.138400639,0.069141722,0.487528606,-0.312732559,0.102163733,0.179811758,0.123417254,0.09333778,0.182943231,0.016626329
Q.16-m3,0.109933676,0.081979895,0.052119253,0.068263082,0.026702332,0.030396605,0.084502088,0.235782553,0.031082118,0.143724184,0.100794226,-0.033680687,0.003021369,-0.328738545,-0.268769215,-0.364679412,-0.276407234,-0.292021393,-0.289048243,-0.302730787,-0.222022615,-0.359423123,-0.194495204,-0.31496807,-0.234210683,-0.222648899,-0.0474114,-0.079329954,-0.164391209,-0.183322226,-0.133465267,-0.019997201,-0.26609447,-0.005242573,-0.089933442,-0.072276878,-0.176369505,-0.287554532,-0.31556244,-0.297676614,-0.265122987,-0.145428295,-0.172482082,-0.194499657,-0.210047743,-0.27127222,-0.230918864,-0.191805566,-0.105219614,0.080365975,-0.225289431,-0.21151567,-0.255258307,-0.228474871,-0.081130062,-0.156327056,-0.247261425,-0.281991945,-0.145709528,-0.089667364,-0.257789005,-0.256604406,-0.30444251,-0.326007024,-0.083577785,-0.215003466,-0.114492867,0.025508988,-0.066255733,-0.034452745,-0.242760869,-0.23149104,-0.325372597,-0.343462862,-0.374188404,-0.315972505,-0.136933143,-0.219042582,-0.200106395,-0.303592896,-0.196221339,-0.341433819,0.005084808,-0.224253435,-0.197182514,-0.183955316,-0.345426135,-0.230665735,-0.197654255,-0.365019201,-0.316737076,-0.310456137,-0.35041143,-0.246408762,-0.12696119,-0.244388872,-0.251005553,-0.287675065,-0.399609189,-0.354369943,-0.418137713,-0.384614518,-0.299495516,-0.39481101,-0.16755159,-0.463932908,1,-0.00533443,-0.012965963,-0.20153219,0.625385766,0.020768586,-0.019463981,-0.066367845,-0.007455347,-0.082664604,-0.022335304
Q.16-m4,0.331142685,0.396925547,0.381933514,0.400799537,0.334955309,0.30612136,0.418022349,0.278159341,0.395623771,0.461358406,0.368355871,0.366682545,0.390323526,0.159887724,-0.039385386,0.091104449,0.209439258,0.089655699,0.109211108,-0.180924734,0.229990375,0.117302453,0.311579182,0.196232851,-0.019896003,-0.102593212,0.174629911,0.177193568,0.133634754,0.196498021,0.423121726,0.307227841,0.097987115,0.063656571,0.116885718,-0.028108415,0.098491751,0.083720824,-0.032621651,0.080432195,0.036773315,0.160013009,0.28193545,0.338104442,-0.008673346,-0.000334616,-0.001827913,-0.045282406,-0.143572731,-0.071691537,-0.030886418,-0.217376294,-0.086572117,0.400607249,0.218524707,0.186945579,0.178898666,0.073371601,0.276909698,0.236687181,0.028974859,0.227564601,0.10508416,0.148350282,0.486448476,0.373076454,0.404460793,0.506444151,0.492633421,0.480204265,-0.246887176,-0.317866191,-0.26851136,0.012421921,0.110160303,0.08953705,0.310851746,0.300320989,0.291697073,0.144852997,0.361261256,0.210181093,0.445627596,0.267954085,0.305562884,0.265917998,0.051735228,0.152961779,0.241693104,0.132100613,0.08761735,-0.101772799,-0.008744898,0.123869838,0.266229112,0.008792999,0.305163414,0.067699584,0.065186416,0.104813714,-0.000539547,0.047309066,0.227819249,0.226644728,0.49160538,0.138400639,-0.00533443,1,0.739138469,0.327853946,0.048685483,0.571779922,0.473989024,0.609864055,0.598631239,0.486163351,-0.008012015
Q.16-m5,0.314722725,0.355738369,0.359193441,0.341276558,0.274320449,0.243677667,0.364360482,0.202756685,0.336775337,0.395471454,0.356956213,0.352014181,0.371197746,0.131728181,-0.041419367,0.100809621,0.212373846,0.075570607,0.123484533,-0.153444671,0.247288146,0.173490118,0.39226905,0.207281912,0.006473591,-0.063095399,0.14579142,0.143140028,0.14074851,0.190267747,0.425752846,0.361958764,0.099005586,0.030854953,0.157694551,-0.080501342,0.146878161,0.14761567,-0.023338061,0.105176937,0.062636778,0.189200682,0.340645067,0.410866884,0.013351526,-0.048421989,-0.025713097,-0.04283811,-0.122898316,-0.08582495,-0.028258215,-0.268281083,-0.112714249,0.31650512,0.292370645,0.241814943,0.238864126,0.111606324,0.326435543,0.28434789,0.032784781,0.247157218,0.134060434,0.175629744,0.423772764,0.343390671,0.422584122,0.519022379,0.462493112,0.469654424,-0.201741885,-0.297261058,-0.291590228,0.002945506,0.110820721,0.055788367,0.425188668,0.376251272,0.368941226,0.166485491,0.379819351,0.266369339,0.467487216,0.301384981,0.296803896,0.323743434,0.124214312,0.1939949,0.316023804,0.15249508,0.133854941,-0.021455913,0.053532318,0.190225633,0.326259916,0.064600022,0.358625474,0.096654913,0.073607031,0.089094465,-0.013321886,0.047053404,0.27478196,0.198904449,0.466380707,0.069141722,-0.012965963,0.739138469,1,0.337492056,0.074744152,0.590316734,0.541957181,0.687463497,0.658219094,0.55560341,-0.026066558
Q.16-m6,0.119044714,0.088466715,0.099365424,0.129302666,0.162191662,0.14619068,0.139691009,-0.071759534,0.238781931,0.120125789,0.198240327,0.218128257,0.217459188,0.332361013,0.230270005,0.32495515,0.261399676,0.260605111,0.294713328,0.155370619,0.362666388,0.348902821,0.34822103,0.362895616,0.11957641,0.167039205,0.162039223,0.107634898,0.179877287,0.220133445,0.266531827,0.161189155,0.231919746,-0.024960205,0.172482019,0.033775949,0.295845017,0.390787233,0.33067567,0.391843703,0.313450363,0.256535614,0.343100488,0.353772516,0.092634509,0.135553964,0.164866437,0.069310363,-0.045003233,-0.134241224,0.153114696,0.016184162,0.176715746,0.270326546,0.20421788,0.206520337,0.301110349,0.316886701,0.225435913,0.265517261,0.304683975,0.241430876,0.348756872,0.263023002,0.272927684,0.252619763,0.251426825,0.233643114,0.2497875,0.228920383,0.073197993,0.048835876,0.057592522,0.346142266,0.358603237,0.298659215,0.340951482,0.363720198,0.38654981,0.402567054,0.398474549,0.369725732,0.180870987,0.335552372,0.232127721,0.249036764,0.217238049,0.213383463,0.194868403,0.298391111,0.203349807,0.22044032,0.215315424,0.154931906,0.174691779,0.142139433,0.254753641,0.214194565,0.243234764,0.290516886,0.283700666,0.229615929,0.2738879,0.317009657,0.290282196,0.487528606,-0.20153219,0.327853946,0.337492056,1,-0.147834984,0.253500377,0.328589714,0.26837755,0.287538551,0.363776624,0.012693514
Q.17-m1,0.136909549,0.127840465,0.140349711,0.104135678,0.083996501,0.107440185,0.15959098,0.272849082,0.060915448,0.137099596,0.129097806,-0.006882601,0.062317066,-0.202755313,-0.193874589,-0.254692372,-0.165087707,-0.205728581,-0.182415539,-0.254743068,-0.107769942,-0.234439635,-0.055146601,-0.206073984,-0.156053373,-0.161405159,-0.078452658,-0.123071934,-0.144729106,-0.170823439,-0.026067585,0.024720187,-0.218578808,0.006778977,-0.03707736,-0.046174453,-0.134610461,-0.207056669,-0.265904347,-0.247709227,-0.223199357,-0.138865875,-0.05943048,-0.073124734,-0.167984675,-0.260928937,-0.232052613,-0.192871485,-0.117677948,0.079611952,-0.179585995,-0.178294848,-0.258027533,-0.118662512,-0.097150821,-0.164418986,-0.206478376,-0.22590739,-0.090907562,-0.002121814,-0.162746216,-0.104417389,-0.209553297,-0.223135233,0.000479168,-0.113483187,-0.033746297,0.053340586,-0.054598139,0.006666562,-0.178414033,-0.170698229,-0.233398219,-0.253275743,-0.243551625,-0.190420241,-0.058748128,-0.108248956,-0.1115617,-0.198918137,-0.073097724,-0.15221285,0.061956791,-0.13392788,-0.062181318,-0.055460579,-0.197042468,-0.148874217,-0.136533492,-0.260719207,-0.206816132,-0.261433474,-0.298600106,-0.144973865,-0.05700108,-0.265088165,-0.17582735,-0.217635212,-0.353757988,-0.25468723,-0.337782855,-0.264241291,-0.209209947,-0.285845555,-0.046891467,-0.312732559,0.625385766,0.048685483,0.074744152,-0.147834984,1,0.066156394,0.043159095,0.012093822,-0.008515057,-0.033167506,-0.017520267
Q.17-m2,0.368023796,0.367015055,0.415775425,0.443267119,0.404936446,0.322126357,0.376946307,0.150614198,0.384961022,0.393982092,0.284782235,0.348198985,0.339681942,0.209125661,-0.061415917,0.077281167,0.254302504,0.067047243,0.158268743,-0.140138468,0.277884738,0.119761947,0.405968755,0.187225132,-0.104173841,-0.080014125,0.099652641,0.064724937,0.074401702,0.131095113,0.330324125,0.299921541,0.04903115,0.096308402,0.11821876,-0.108377167,0.182023074,0.194322857,0.04586283,0.127393097,0.094207315,0.222387608,0.354477994,0.41690295,-0.126514078,-0.046390516,-0.082395848,-0.084821171,-0.250134486,-0.225899069,-0.084498927,-0.244388653,-0.112263381,0.286355136,0.250034679,0.220553647,0.214363948,0.16769272,0.207112128,0.228477862,0.113688171,0.287131569,0.072289495,0.12863437,0.442038111,0.22677703,0.357328965,0.498733058,0.373949916,0.366682833,-0.161482955,-0.214820393,-0.185135349,0.036118996,0.129148864,0.057089915,0.373421692,0.31916462,0.311927648,0.212999811,0.373800124,0.272642617,0.389168193,0.26130117,0.35547125,0.31917223,0.147476787,0.341062822,0.373881817,0.222909009,0.243461377,0.069708642,0.129742963,0.298727943,0.410619897,0.211491808,0.343276281,0.147958637,0.103066111,0.121336659,0.049055119,0.087598039,0.307741412,0.306679319,0.500373799,0.102163733,0.020768586,0.571779922,0.590316734,0.253500377,0.066156394,1,0.703764835,0.590603827,0.609901986,0.529479615,-0.002862461
Q.17-m3,0.323926237,0.339110245,0.361250482,0.371275085,0.345326579,0.300045314,0.372976495,0.07037915,0.353137222,0.339970548,0.276036089,0.343003264,0.323760805,0.24376627,-0.007128087,0.126127834,0.294411542,0.119177122,0.237070656,-0.054140857,0.347643221,0.167588682,0.455713227,0.24571929,-0.012060129,-0.042734867,0.09948418,0.073076242,0.089738983,0.121925877,0.305074395,0.263581517,0.049426766,0.039653391,0.117829292,-0.078875505,0.156164089,0.226582167,0.0488693,0.113544051,0.103179907,0.186655363,0.327712992,0.42886976,-0.101546605,-0.014865756,-0.012229426,-0.05927999,-0.177311969,-0.206459288,-0.061402598,-0.210558522,-0.055619282,0.275862494,0.365756911,0.383971846,0.33428382,0.240947573,0.319307765,0.348271251,0.17633906,0.279960267,0.124400674,0.187340411,0.371131458,0.243294685,0.380458824,0.456136135,0.3651634,0.389603341,-0.137980971,-0.147081714,-0.11988838,0.098760651,0.19033215,0.113543784,0.400550882,0.361727415,0.35528097,0.299799251,0.391122351,0.389195556,0.452559944,0.373520857,0.404289899,0.358448967,0.243484745,0.36160022,0.387677793,0.25242801,0.278718512,0.140824503,0.204449128,0.325811819,0.489526819,0.309868973,0.404653005,0.260283357,0.135203752,0.158535206,0.096612552,0.131553017,0.382696127,0.42300073,0.510011795,0.179811758,-0.019463981,0.473989024,0.541957181,0.328589714,0.043159095,0.703764835,1,0.614892965,0.60980406,0.582361369,-0.028896707
Q.17-m4,0.263375681,0.288345699,0.315890747,0.334516586,0.243769821,0.270616349,0.346040427,0.093351322,0.325361137,0.278909462,0.285742476,0.327686241,0.294914058,0.170848006,-0.049157682,0.048082301,0.146774646,0.063964194,0.136252522,-0.134502769,0.186169264,0.14363548,0.337057813,0.170550658,-0.006339688,-0.067059775,0.205564697,0.171986316,0.191693728,0.222918164,0.40349084,0.292142582,0.096002359,0.038011688,0.229920463,-0.057781508,0.164085848,0.150697174,0.025452401,0.105612007,0.091981689,0.200578121,0.310843872,0.376843765,0.013914804,-0.05062922,-0.007464363,-0.061054655,-0.09400235,-0.08089352,-0.119363333,-0.242192561,-0.110425037,0.27252191,0.233815259,0.190347096,0.224911866,0.048870185,0.398079219,0.335764571,0.048808479,0.21939708,0.114629283,0.192361186,0.359932832,0.309707721,0.374563855,0.43969732,0.436189366,0.439730492,-0.181775174,-0.254534269,-0.194711583,-0.03822827,0.056485288,0.001614989,0.389939636,0.358275857,0.365506095,0.220401991,0.313354661,0.257635519,0.437235073,0.328643623,0.362080971,0.336103508,0.145746781,0.219159254,0.291676787,0.181897146,0.156160388,0.04778631,0.111091095,0.208916714,0.286907307,0.119579249,0.365035498,0.178333519,0.134462878,0.159123077,0.009225044,0.06681491,0.304611206,0.273170662,0.467454463,0.123417254,-0.066367845,0.609864055,0.687463497,0.26837755,0.012093822,0.590603827,0.614892965,1,0.78101251,0.589226665,0.01035898
Q.17-m5,0.351021917,0.330188443,0.396712907,0.403878694,0.339225703,0.394805107,0.449835996,0.129526275,0.433856452,0.358539832,0.370567809,0.4046243,0.3892535,0.228405309,-0.050296164,0.062957769,0.229950678,0.084693512,0.161562554,-0.132446069,0.299461375,0.14545491,0.371872889,0.20223314,-0.049541862,-0.092099209,0.185616913,0.166442281,0.170601091,0.208838339,0.448779206,0.338544281,0.124215526,0.062919071,0.227833195,-0.060328655,0.183822736,0.175932513,0.044679817,0.139379309,0.123307865,0.207975383,0.365940427,0.419841941,-0.019545298,-0.059098317,-0.034882354,-0.089646599,-0.202525914,-0.128474111,-0.107883991,-0.271349831,-0.108901961,0.241929307,0.350607754,0.284300854,0.222690828,0.113830742,0.379164699,0.352487781,0.025877097,0.23171816,0.106916423,0.164443062,0.408811392,0.310422596,0.410185056,0.482300044,0.482732382,0.440257214,-0.256787962,-0.317845707,-0.26561681,0.005931325,0.109196765,0.058621987,0.439549926,0.41419707,0.448078671,0.232278643,0.408719662,0.32317306,0.510210995,0.381024153,0.407397964,0.373680092,0.147619148,0.306215282,0.389292515,0.186473742,0.192037701,0.024458209,0.079552077,0.257588904,0.365698563,0.113165126,0.389267503,0.174200728,0.1176212,0.15717449,-0.023153599,0.024365632,0.297441948,0.26305047,0.512629328,0.09333778,-0.007455347,0.598631239,0.658219094,0.287538551,-0.008515057,0.609901986,0.60980406,0.78101251,1,0.73889349,-0.001024865
Q.17-m6,0.289616195,0.273269874,0.320250318,0.345423937,0.322392063,0.422027829,0.437145321,0.058222121,0.433684488,0.286680642,0.321290703,0.457798659,0.370212923,0.370041796,0.098164282,0.241346008,0.355774224,0.252234147,0.316405781,-0.019974823,0.452888848,0.280062424,0.496791834,0.351565354,0.038209702,0.019499388,0.216233459,0.234671177,0.24921036,0.282048342,0.434435108,0.331753664,0.197128517,0.123625223,0.201959185,0.015814405,0.273807497,0.34022535,0.197907037,0.26579192,0.242552233,0.223430845,0.414197161,0.492643336,0.057260592,0.02658891,0.051624306,-0.007547762,-0.109471571,-0.118033717,0.020998168,-0.17542976,-0.052402865,0.263652221,0.404232981,0.340386983,0.277337859,0.243231755,0.30958275,0.347219553,0.16424932,0.29699473,0.211334636,0.290637125,0.420541175,0.421110033,0.441318002,0.446131533,0.484731855,0.41692493,-0.142576559,-0.193137775,-0.169308416,0.177480283,0.294296223,0.244716664,0.527739994,0.518469403,0.538664484,0.329325854,0.503216043,0.418029004,0.57821444,0.41451258,0.417735421,0.406337299,0.270998701,0.377174523,0.471394409,0.306923128,0.289543762,0.172854584,0.160076672,0.379183386,0.451773313,0.204496278,0.427348012,0.258058216,0.225553535,0.238202466,0.133159835,0.168268411,0.368825189,0.327944632,0.478349392,0.182943231,-0.082664604,0.486163351,0.55560341,0.363776624,-0.033167506,0.529479615,0.582361369,0.589226665,0.73889349,1,-0.018276991
