,Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,group
Q.7-m9,0.150051648,0.14997179,0.182980041,0.20978766,0.191802918,0.257385128,0.205596993,-0.056150093,0.158957551,0.116644254,0.133416578,0.32549249,0.232134225,0.343482239,0.312732729,0.287841296,0.265962535,0.39540917,0.288294479,0.108859863,0.258221581,0.289400207,0.243700667,0.270158946,0.342919597,0.255235657,0.664432213,0.74783875,1,0.825549552,0.44488199,0.337204822,0.432530361,-0.026722203,0.15172376,0.217986352,0.093465828,0.062545007,0.069735247,0.211954408,0.099047253,0.070105959,0.125539269,0.162852805,0.200255517,0.206990375,0.212171566,0.193025495,0.136102963,-0.072499826,0.066433911,-0.021258533,0.049358854,0.198642737,0.138139374,0.106599254,0.218186624,0.155495511,0.28657827,0.146991203,0.07981704,0.286353131,0.214202964,0.253416665,0.129451956,0.309189669,0.304762012,0.273071351,0.265477946,0.329074694,0.098561071,0.060312717,0.019901843,0.072066369,0.197275206,0.157450195,0.382374973,0.46249435,0.450004397,0.242489521,0.319187384,0.232457706,0.315841337,0.151621163,0.23054501,0.217571939,0.194654273,0.280136989,0.295923334,0.243927767,0.245641452,0.15138927,0.119052104,0.26774159,0.032358004,0.026182348,0.105480342,0.096380564,0.193537441,0.072624498,0.108724009,0.107536669,0.127339158,0.146620288,0.149900446,0.086504698,-0.164391209,0.133634754,0.14074851,0.179877287,-0.144729106,0.074401702,0.089738983,0.191693728,0.170601091,0.24921036,0.079094774
Q.7-m10,0.104722458,0.152055265,0.149464403,0.192940644,0.15904492,0.221610241,0.195798294,-0.079776266,0.169487369,0.103925424,0.128392808,0.283817665,0.195977935,0.419701704,0.381242706,0.376440035,0.342930625,0.489784153,0.379310055,0.213420857,0.321611844,0.345465385,0.278452938,0.307881908,0.403553407,0.325891225,0.664343682,0.731096169,0.825549552,1,0.511640832,0.323180518,0.456548499,-0.108113268,0.199138561,0.155680492,0.172436626,0.093864303,0.135987022,0.243173885,0.170184681,0.088587445,0.194374975,0.205445313,0.216443582,0.248024049,0.257118545,0.228122568,0.123450235,-0.09373299,0.099577013,-0.019825358,0.075007334,0.266208873,0.183712381,0.165300137,0.233228716,0.239842886,0.400707552,0.190938736,0.168703141,0.311765525,0.216629851,0.2634856,0.216865198,0.360708398,0.389929892,0.305891922,0.331444696,0.398622163,0.070805164,0.007892547,0.058283146,0.106471138,0.272208825,0.236077378,0.436120289,0.50520787,0.53926368,0.297022944,0.38991758,0.281404182,0.35044472,0.297829828,0.318705736,0.258927105,0.20670854,0.356098207,0.286734397,0.278374468,0.287830235,0.195469925,0.130377848,0.25761238,0.079984783,0.046034236,0.132112727,0.100777548,0.177420378,0.075577092,0.155330084,0.146189683,0.180492602,0.197265224,0.190043986,0.133129859,-0.183322226,0.196498021,0.190267747,0.220133445,-0.170823439,0.131095113,0.121925877,0.222918164,0.208838339,0.282048342,0.094615562
Q.8-m1,0.306763538,0.264750314,0.33813594,0.397633625,0.256285855,0.423275169,0.425324004,0.077842736,0.3911706,0.365159482,0.341527077,0.43432286,0.408696185,0.339846725,0.176723911,0.227336206,0.291039573,0.219806775,0.289667447,0.035839677,0.316438455,0.23058987,0.340982511,0.240424012,0.170969442,0.163585847,0.395687278,0.38692196,0.44488199,0.511640832,1,0.532436026,0.306129801,0.052989508,0.336839352,0.060487205,0.292340545,0.222642228,0.169851326,0.209074299,0.177643782,0.264607579,0.366204938,0.387842943,0.152067225,0.07022507,0.10507663,0.073326398,-0.060748911,-0.112973831,0.096764234,-0.161739736,0.012196591,0.332324665,0.268275124,0.215831365,0.25273416,0.254763822,0.459864172,0.315186695,0.130267312,0.315923777,0.188255535,0.270449765,0.337973038,0.393944514,0.517494414,0.549939622,0.519711844,0.594822089,-0.063153093,-0.107493004,-0.079908083,0.109656673,0.185257435,0.207629819,0.368307881,0.45064385,0.468968676,0.267964249,0.460487637,0.349170988,0.400068303,0.391729557,0.381421211,0.358468518,0.21580805,0.273896869,0.307724347,0.282816986,0.269777447,0.156914997,0.093526039,0.269568376,0.224142509,0.111832927,0.258972885,0.13735989,0.103356336,0.098651041,0.085304498,0.076623841,0.190864984,0.216126304,0.394844269,0.15068038,-0.133465267,0.423121726,0.425752846,0.266531827,-0.026067585,0.330324125,0.305074395,0.40349084,0.448779206,0.434435108,0.017809745
Q.8-m2,0.311105641,0.315425237,0.421513141,0.368829103,0.388565963,0.297166878,0.340123652,0.09988891,0.390227705,0.346670321,0.30286548,0.350542432,0.413782086,0.268949716,0.121147367,0.206913775,0.199196298,0.161676864,0.193270406,-0.059431896,0.243547375,0.164712985,0.280374751,0.188165798,0.121116917,0.070294782,0.331761606,0.321202183,0.337204822,0.323180518,0.532436026,1,0.301475054,0.15181471,0.233512508,-0.022056675,0.329918005,0.287077666,0.157694798,0.213891586,0.183932639,0.187471448,0.384630294,0.391136621,-0.011575674,0.08895548,0.082950809,0.011447847,-0.026504293,-0.06671371,0.059495288,-0.171640679,-0.024228743,0.223552226,0.241947074,0.192191537,0.181554504,0.174005366,0.220711209,0.189284063,0.099320211,0.207026371,0.148845626,0.215732886,0.256118565,0.352076342,0.45173711,0.516831663,0.344271231,0.402653834,-0.03381035,-0.054968377,-0.108459138,0.028534742,0.104199359,0.060091662,0.294949199,0.291700079,0.275711288,0.176678058,0.344995035,0.259614894,0.33239908,0.237432857,0.253206745,0.256329123,0.146267307,0.228936101,0.26862452,0.259009377,0.198507546,0.107571008,0.023815402,0.204855899,0.231193996,0.138375909,0.271746349,0.14773913,0.101876912,0.095256301,0.04017994,0.114099673,0.181079034,0.121760402,0.272178682,0.048626064,-0.019997201,0.307227841,0.361958764,0.161189155,0.024720187,0.299921541,0.263581517,0.292142582,0.338544281,0.331753664,-0.045887555
Q.8-m3,0.064623653,0.116768218,0.098972857,0.141039247,0.149688308,0.1759331,0.147177009,-0.12391732,0.179006898,0.05473778,0.127320334,0.222147631,0.13010203,0.323268806,0.346863493,0.373607222,0.259256447,0.383015275,0.307413988,0.2317697,0.264595691,0.385715914,0.267949148,0.313002269,0.250926067,0.293192179,0.355901606,0.336863552,0.432530361,0.456548499,0.306129801,0.301475054,1,-0.042237617,0.201493482,0.066754876,0.298151706,0.293463973,0.229217126,0.312319625,0.277513544,0.113183481,0.244425514,0.289989294,0.216641158,0.252959301,0.276449373,0.229268508,0.104965569,-0.089086555,0.155785892,0.046453073,0.161253322,0.22645482,0.114647901,0.106075111,0.13747584,0.163712383,0.231384776,0.087775966,0.15111649,0.398436343,0.350617019,0.328398214,0.128752038,0.303571261,0.306577416,0.145345462,0.245769953,0.162208313,0.098942299,0.054429498,0.149131949,0.260148635,0.289899089,0.274489258,0.236838926,0.301837538,0.341745132,0.282064654,0.260695342,0.213307611,0.187968074,0.184297839,0.136101163,0.179293092,0.236865436,0.263958471,0.192079745,0.262172818,0.184448064,0.188076108,0.14202187,0.154619034,0.059125511,0.103144258,0.13088774,0.085128303,0.244865985,0.158792612,0.225403392,0.231783753,0.142783503,0.164702726,0.088551293,0.229786471,-0.26609447,0.097987115,0.099005586,0.231919746,-0.218578808,0.04903115,0.049426766,0.096002359,0.124215526,0.197128517,0.069008801
Q.8-m4,0.200349174,0.159100553,0.225958413,0.256607372,0.233965341,0.199357149,0.198519062,-0.067621865,0.196306169,0.18027823,0.197764364,0.089559804,0.161100505,0.120728467,-0.049939531,0.03674247,0.025736082,0.01455353,0.02673473,-0.114875578,0.079307745,0.000878252,0.094751551,0.068001266,-0.067408872,-0.077151932,0.007029009,-0.007437156,-0.026722203,-0.108113268,0.052989508,0.15181471,-0.042237617,1,0.098241884,-0.358141919,0.199301711,0.291915723,0.192004052,0.09881146,0.093412414,0.098473195,0.0772006,0.078354974,-0.009432381,0.040085015,0.003238176,0.053539654,-0.025981432,-0.047242307,0.04889709,-0.013470995,-0.01270449,0.019075822,0.02454985,0.003773935,-0.022938965,-0.050170317,0.019091341,0.062442507,0.131133696,0.094616656,0.091987426,0.077692383,0.117570111,0.070029705,0.075636299,0.084410411,0.070753173,0.000622785,-0.043357587,-0.011756432,-0.052183674,0.018002057,0.019094328,-0.006908621,0.012608549,-0.01254574,-0.00054072,0.018563669,-0.021653861,0.04792934,0.059746339,0.032746872,0.050579323,0.003203497,0.007420446,-0.096669745,0.047925092,0.046624081,-0.00616119,0.015079204,0.002305145,0.026130923,0.108815423,0.04988057,0.150171243,0.072999124,0.084263388,0.149497297,-0.020215501,-0.005514603,0.018860075,-0.009610641,0.052501106,0.117532183,-0.005242573,0.063656571,0.030854953,-0.024960205,0.006778977,0.096308402,0.039653391,0.038011688,0.062919071,0.123625223,-0.080941682
Q.8-m5,0.063165156,0.048824181,0.088791932,0.085524689,0.088175352,0.117063429,0.100964404,-0.173159265,0.156834921,0.038987764,0.058150479,0.141013071,0.134180722,0.241007204,0.236532193,0.233269877,0.163201086,0.23093331,0.276573831,0.166696834,0.19923202,0.27931651,0.192617751,0.207573376,0.220539491,0.160324226,0.140869394,0.090620462,0.15172376,0.199138561,0.336839352,0.233512508,0.201493482,0.098241884,1,-0.094218865,0.353551359,0.218660371,0.229222447,0.318309861,0.334797248,0.411195416,0.253017136,0.24124555,0.131698017,0.12332741,0.185779786,0.124636737,0.004605274,-0.127200391,0.062407805,0.041007516,0.115300712,0.055963497,0.057183561,0.07628994,0.099534195,0.115694707,0.283159661,0.20510387,0.21377316,0.183543775,0.166535205,0.200537394,0.124947029,0.143140791,0.211260481,0.170360762,0.143825627,0.143640878,0.023320497,-0.044674185,-0.010598632,0.19699303,0.134712818,0.221450861,0.308174746,0.339239842,0.341949993,0.157744458,0.282778991,0.232037154,0.143232433,0.16580033,0.159947549,0.26289466,0.130328644,0.067797536,0.103264317,0.164950531,0.160168598,0.190529017,0.134811593,0.079000018,0.067410132,0.044487884,0.120778713,0.143213563,0.085072524,0.167853035,0.103321927,0.12513245,0.125202562,0.132316746,0.045923385,0.206290738,-0.089933442,0.116885718,0.157694551,0.172482019,-0.03707736,0.11821876,0.117829292,0.229920463,0.227833195,0.201959185,0.023212885
Q.8-m6,-0.0014515,-0.065374847,-0.077319872,-0.101632612,-0.131799944,0.015677935,0.004026591,0.155196769,-0.08257483,-0.10723216,-0.018874623,0.030271603,0.003755307,0.014029138,0.030511545,-0.023059118,-0.01521943,0.056164152,-0.010267436,0.082616404,-0.050246336,-0.010563261,-0.092215077,0.033620454,0.113551337,0.110450408,0.140373227,0.11238341,0.217986352,0.155680492,0.060487205,-0.022056675,0.066754876,-0.358141919,-0.094218865,1,-0.223582601,-0.249910358,-0.157843363,-0.075132934,-0.100994885,-0.067741726,-0.19783349,-0.104257512,-0.021108263,-0.094728708,-0.082279366,-0.047156098,-0.019666965,-0.018391286,-0.051595843,-0.10259123,-0.104970433,0.028217121,-0.001281462,0.032886692,0.060683702,0.028905906,-0.024483986,0.017435072,-0.098192348,-0.01914385,0.004167631,0.012486437,-0.086647417,0.103880993,0.012833996,-0.016583853,0.012276056,0.073548534,0.034579284,0.044472828,0.0357951,-0.016435059,0.044049825,0.040563738,0.019418414,0.078408122,0.017725599,-0.015250041,0.025155997,0.07786199,0.033875603,0.001117137,0.021381575,0.038621566,-0.012558561,0.048409976,0.090523143,-0.003215808,-0.031083667,0.004753147,0.036293242,0.039400321,-0.071004051,-0.062900321,-0.094734446,-0.049344433,0.001152179,-0.119009483,-0.018022104,-0.021227335,-0.068955974,-0.008575431,0.058552992,-0.073492792,-0.072276878,-0.028108415,-0.080501342,0.033775949,-0.046174453,-0.108377167,-0.078875505,-0.057781508,-0.060328655,0.015814405,0.04616608
Q.8-m7,0.078117575,0.022771298,0.153600454,0.162032034,0.163883614,0.132483196,0.117464258,-0.240180394,0.225405193,0.043232615,0.11704645,0.143691499,0.097452606,0.393398266,0.29878294,0.40368008,0.307130222,0.288868264,0.402041138,0.253412627,0.382828062,0.376281204,0.341790133,0.345355597,0.217990778,0.218595986,0.112644653,0.082185633,0.093465828,0.172436626,0.292340545,0.329918005,0.298151706,0.199301711,0.353551359,-0.223582601,1,0.681903254,0.550566567,0.55915693,0.614179052,0.442993949,0.457295592,0.442501151,0.040092321,0.17912114,0.141824199,0.090986368,-0.027819878,-0.1427024,0.130567615,0.107457244,0.157094325,0.171629627,0.128846583,0.113645667,0.152345282,0.22610003,0.161667156,0.143399499,0.33424501,0.201595679,0.298912417,0.3238867,0.141088766,0.244750336,0.258908977,0.14609401,0.126698683,0.108017424,0.115732157,0.113243152,0.162535817,0.384023107,0.317932103,0.299706685,0.297227898,0.298022388,0.318003869,0.206663199,0.324741693,0.275766428,0.156905827,0.19601182,0.291092628,0.336386172,0.323934199,0.173432227,0.205689991,0.396380861,0.291705712,0.31940566,0.248628836,0.187266616,0.219178244,0.273792945,0.273115836,0.288232419,0.302355961,0.272579773,0.346673687,0.360552839,0.301147816,0.212944853,0.130159708,0.340172112,-0.176369505,0.098491751,0.146878161,0.295845017,-0.134610461,0.182023074,0.156164089,0.164085848,0.183822736,0.273807497,-0.012812971
Q.8-m8,0.108847382,0.05968199,0.16503464,0.183331888,0.225919242,0.185000104,0.159588296,-0.1956767,0.316649352,0.091881622,0.137467659,0.210558516,0.185731168,0.448433029,0.278652117,0.456311288,0.402625038,0.309117241,0.367677138,0.229971659,0.474566375,0.437281263,0.420180698,0.421413954,0.15040069,0.204278282,0.048603434,0.049437119,0.062545007,0.093864303,0.222642228,0.287077666,0.293463973,0.291915723,0.218660371,-0.249910358,0.681903254,1,0.686490901,0.620016563,0.560987611,0.390164283,0.53264113,0.539417101,0.147599872,0.276665183,0.221310396,0.177217767,0.041086721,-0.060972236,0.245909195,0.16233306,0.222511262,0.217911072,0.258667312,0.254895876,0.252822375,0.333953309,0.122997627,0.229525788,0.327902812,0.312025936,0.381721435,0.357978026,0.162373884,0.26329851,0.249842014,0.126701808,0.155171134,0.051926916,0.136972406,0.170478551,0.179424108,0.464660622,0.44381187,0.382047402,0.310417419,0.302749987,0.314641718,0.301289688,0.359640409,0.346664566,0.161055694,0.235677238,0.248185376,0.258203801,0.407813302,0.198557451,0.272466979,0.440558239,0.350670497,0.365359995,0.30304179,0.250082389,0.236373288,0.310632698,0.339544717,0.340899325,0.394957875,0.43035125,0.382755277,0.384082076,0.303284696,0.326822728,0.12103716,0.410027788,-0.287554532,0.083720824,0.14761567,0.390787233,-0.207056669,0.194322857,0.226582167,0.150697174,0.175932513,0.34022535,-0.038591959
Q.8-m9,-0.010354676,-0.042041833,0.046308505,0.053267481,0.108203745,0.064002562,0.012872174,-0.199454081,0.160387543,-0.042092188,0.042806356,0.118578791,0.06115954,0.442551628,0.401166,0.472876495,0.306877749,0.363854281,0.367082134,0.383844023,0.358213611,0.419613229,0.321377948,0.413978701,0.214831635,0.273606527,0.075902161,0.003056969,0.069735247,0.135987022,0.169851326,0.157694798,0.229217126,0.192004052,0.229222447,-0.157843363,0.550566567,0.686490901,1,0.694590702,0.652513982,0.434698064,0.477419819,0.445364141,0.249542964,0.389278838,0.388515939,0.293287119,0.161311104,-0.079519974,0.345350047,0.29958171,0.388109532,0.282807794,0.150749361,0.143334234,0.221389192,0.30988615,0.103316405,0.134854204,0.396590521,0.287653844,0.395216368,0.372952767,0.12121946,0.235610799,0.222003305,-0.008450636,0.10664091,0.002535673,0.222362071,0.228308112,0.259469976,0.433137332,0.439390538,0.377885961,0.251363864,0.241987987,0.259879176,0.267896552,0.254158501,0.258466405,0.057547883,0.196937295,0.20319417,0.168753616,0.379088582,0.080330405,0.133722613,0.412688751,0.30058905,0.425350931,0.339852149,0.132310583,0.142852892,0.305298908,0.265305619,0.345793625,0.453505475,0.388667616,0.481181365,0.382639435,0.266421446,0.282234619,0.044245317,0.422526379,-0.31556244,-0.032621651,-0.023338061,0.33067567,-0.265904347,0.04586283,0.0488693,0.025452401,0.044679817,0.197907037,-0.025847534
Q.8-m10,0.061779087,0.027375766,0.124004289,0.122283687,0.169228538,0.113845531,0.07615103,-0.189951196,0.198392123,0.035799547,0.107207126,0.204984583,0.13379463,0.479817696,0.429755081,0.537954578,0.440874896,0.449394103,0.443628898,0.381144997,0.472722648,0.537947757,0.442409084,0.476359163,0.283551564,0.31339207,0.15073105,0.095180051,0.211954408,0.243173885,0.209074299,0.213891586,0.312319625,0.09881146,0.318309861,-0.075132934,0.55915693,0.620016563,0.694590702,1,0.655814617,0.489335979,0.521826159,0.559799225,0.195126332,0.301567682,0.271698437,0.240611424,0.108355261,-0.130092977,0.242401724,0.210729298,0.296848727,0.287436628,0.271972401,0.224494477,0.24785437,0.34787509,0.142924353,0.235530054,0.38606588,0.348137521,0.442789566,0.438487193,0.20726341,0.306316509,0.303571973,0.065969524,0.207847765,0.124798478,0.234305765,0.218724328,0.236531411,0.524956153,0.542293256,0.467634929,0.346621808,0.349421265,0.358624023,0.356789681,0.391393325,0.374454269,0.165578196,0.290609936,0.275444605,0.324615792,0.408592191,0.242838976,0.282605835,0.474216589,0.421061009,0.439980122,0.351186101,0.265938601,0.208571749,0.292145655,0.317522112,0.323375975,0.382537667,0.331268007,0.436047347,0.378836126,0.299095483,0.311706222,0.097331545,0.41560678,-0.297676614,0.080432195,0.105176937,0.391843703,-0.247709227,0.127393097,0.113544051,0.105612007,0.139379309,0.26579192,-0.014777642
Q.9-m1,0.074757029,0.056066769,0.113549562,0.080326711,0.140326995,0.154203412,0.09819478,-0.193558803,0.181173488,0.048180531,0.105256477,0.164427617,0.098954605,0.460806461,0.395640668,0.467773352,0.378891515,0.425089352,0.425463412,0.31352236,0.454218208,0.427060509,0.402166415,0.446738514,0.275254491,0.266224592,0.075960025,0.063113196,0.099047253,0.170184681,0.177643782,0.183932639,0.277513544,0.093412414,0.334797248,-0.100994885,0.614179052,0.560987611,0.652513982,0.655814617,1,0.599781489,0.563627001,0.517006753,0.157216117,0.282587506,0.242687025,0.212298789,0.013532383,-0.136643833,0.249591375,0.159870662,0.256880166,0.274977295,0.223076906,0.21068553,0.270073451,0.311263144,0.184453411,0.182977106,0.365859627,0.33662352,0.43695654,0.394509304,0.221397814,0.2721005,0.234784944,0.046809897,0.115756113,0.097632471,0.190632154,0.16933419,0.172270988,0.474004737,0.436747648,0.360527414,0.3191741,0.301129694,0.349588452,0.295764467,0.34648585,0.331050249,0.130431609,0.28527542,0.339906924,0.326811669,0.324486689,0.192721897,0.237877652,0.418242053,0.311275931,0.351358744,0.288116233,0.180873599,0.170970553,0.263560341,0.291458925,0.338331188,0.38752564,0.362094059,0.444847181,0.374206787,0.298507685,0.236146295,0.01091219,0.358075636,-0.265122987,0.036773315,0.062636778,0.313450363,-0.223199357,0.094207315,0.103179907,0.091981689,0.123307865,0.242552233,0.00125484
Q.9-m2,0.097022579,0.103834136,0.186124114,0.108657533,0.156853782,0.137873225,0.112796589,-0.083717376,0.193515346,0.096660543,0.155174942,0.164141532,0.110180811,0.319104347,0.275496586,0.308382654,0.277082948,0.306783432,0.328319194,0.206184738,0.302697087,0.2808817,0.354201955,0.351479643,0.228935019,0.210581649,0.066497529,0.034781268,0.070105959,0.088587445,0.264607579,0.187471448,0.113183481,0.098473195,0.411195416,-0.067741726,0.442993949,0.390164283,0.434698064,0.489335979,0.599781489,1,0.468420454,0.4848436,0.119763552,0.191392498,0.176470278,0.224082897,0.036619384,-0.140614214,0.195576202,0.118695676,0.167580646,0.272560185,0.200205986,0.185319374,0.231426658,0.293948934,0.238705761,0.270826897,0.295006519,0.221807454,0.272889592,0.329753652,0.26438199,0.213616328,0.249479559,0.210753764,0.208226087,0.196425704,0.122089961,0.104466306,0.10808251,0.373171887,0.316204149,0.324626802,0.343527912,0.340449096,0.307362977,0.267812265,0.321688869,0.304063087,0.137107726,0.236228902,0.278696771,0.333066695,0.204326634,0.138747649,0.255702719,0.27908375,0.236597993,0.277164954,0.213006329,0.148641606,0.173143289,0.284830188,0.293704059,0.32564474,0.276643701,0.25764173,0.270879851,0.252393424,0.239428788,0.262084372,0.111369646,0.262988064,-0.145428295,0.160013009,0.189200682,0.256535614,-0.138865875,0.222387608,0.186655363,0.200578121,0.207975383,0.223430845,0.005775292
Q.9-m3,0.251102569,0.226840446,0.355035139,0.349860877,0.285646755,0.317671384,0.273601926,-0.044207785,0.407706419,0.283291831,0.270753198,0.369919197,0.304642888,0.478642959,0.288126555,0.454386846,0.50377595,0.378319367,0.420368454,0.178472817,0.554108854,0.423388144,0.609936315,0.412638987,0.14816333,0.182496109,0.11951258,0.096725966,0.125539269,0.194374975,0.366204938,0.384630294,0.244425514,0.0772006,0.253017136,-0.19783349,0.457295592,0.53264113,0.477419819,0.521826159,0.563627001,0.468420454,1,0.750715187,0.124673397,0.181397263,0.170629969,0.120747458,-0.045335695,-0.119500249,0.191827742,-0.053225994,0.148433717,0.312760702,0.407511713,0.370489634,0.350516002,0.404530231,0.236210367,0.263205299,0.287552449,0.363681937,0.317953429,0.359860218,0.428394131,0.352507434,0.453014532,0.330386936,0.391896329,0.317862421,0.082018854,0.05473424,0.030713545,0.353662944,0.419106999,0.307436435,0.483958283,0.451727479,0.502023139,0.355745296,0.490360008,0.37475782,0.378674033,0.411673356,0.417288432,0.412439317,0.35956858,0.375583,0.426676821,0.440748745,0.405155151,0.265385417,0.239164944,0.339600026,0.341885181,0.294654385,0.471634414,0.347285776,0.302222074,0.329899344,0.297857209,0.306765613,0.39817239,0.406453945,0.240710559,0.268119852,-0.172482082,0.28193545,0.340645067,0.343100488,-0.05943048,0.354477994,0.327712992,0.310843872,0.365940427,0.414197161,-0.013951534
Q.9-m4,0.249393663,0.235143481,0.319641335,0.299709754,0.324369918,0.279324885,0.252278581,1.73E-05,0.346873464,0.253832321,0.308000558,0.388817989,0.31021399,0.41917122,0.178901653,0.373303715,0.443901969,0.310551623,0.355020227,0.110286221,0.503101326,0.389679326,0.577348979,0.363633187,0.096357373,0.108049416,0.144914928,0.091995187,0.162852805,0.205445313,0.387842943,0.391136621,0.289989294,0.078354974,0.24124555,-0.104257512,0.442501151,0.539417101,0.445364141,0.559799225,0.517006753,0.4848436,0.750715187,1,0.189593484,0.199009706,0.188349989,0.162713753,-0.0158541,-0.07413579,0.199896567,-0.053869022,0.133753099,0.390152782,0.398205983,0.351626301,0.337666776,0.347913162,0.259755235,0.33351105,0.280626004,0.354236828,0.330741133,0.409929555,0.432660315,0.437571915,0.549486891,0.416067237,0.496865448,0.419274714,0.009797969,-0.00997458,0.02660472,0.343195309,0.367503919,0.274707227,0.469393824,0.45029331,0.456947991,0.350826599,0.500332802,0.42276143,0.431318033,0.413335391,0.375678744,0.40447623,0.33791624,0.348849549,0.433445404,0.396240825,0.339704959,0.260625903,0.245268582,0.30486446,0.351735663,0.29409569,0.47485724,0.302363356,0.297929365,0.284252864,0.284571386,0.325041918,0.391773814,0.338646937,0.342664124,0.289389798,-0.194499657,0.338104442,0.410866884,0.353772516,-0.073124734,0.41690295,0.42886976,0.376843765,0.419841941,0.492643336,-0.016751073
Q.9-m5,-0.082483907,-0.037416043,-0.090213239,-0.09418972,-0.058405786,0.001178611,-0.072065842,-0.13526343,-0.025829071,-0.054326172,0.012063608,0.063345694,0.000505165,0.148536848,0.242236778,0.190222388,0.048863102,0.229103557,0.115680143,0.231955889,0.073432939,0.189346711,0.042380231,0.116867669,0.177315588,0.230759289,0.148078035,0.115933255,0.200255517,0.216443582,0.152067225,-0.011575674,0.216641158,-0.009432381,0.131698017,-0.021108263,0.040092321,0.147599872,0.249542964,0.195126332,0.157216117,0.119763552,0.124673397,0.189593484,1,0.567312638,0.583729061,0.659185507,0.591273306,0.310257225,0.47220984,0.364244747,0.342147325,0.222575442,0.028056231,0.07749152,0.19682248,0.148566663,0.272984253,0.09150224,0.029498261,0.04933583,0.117559399,0.154676012,0.088941448,0.140616696,0.153457016,0.013785602,0.127033493,0.086919043,0.089665056,0.117695762,0.163549785,0.150746858,0.193523346,0.204664698,0.131749544,0.187064354,0.198392398,0.13559819,0.080099936,0.09143189,0.001307127,0.120576836,-0.03643026,-0.01177364,0.116319702,-0.013266949,0.030499808,0.171289456,0.093742032,0.147885358,0.095630644,0.042051605,-0.111500194,0.044609828,0.111998965,0.106446355,0.242977618,0.194451471,0.218775,0.127272794,0.143132023,0.111075883,-0.092014975,0.127560447,-0.210047743,-0.008673346,0.013351526,0.092634509,-0.167984675,-0.126514078,-0.101546605,0.013914804,-0.019545298,0.057260592,0.028526057
Q.9-m6,-0.119392255,-0.049668615,-0.088325847,-0.131187617,0.024339005,-0.088456658,-0.107733466,-0.202634486,0.00985299,-0.058020001,-0.086524952,0.023328014,-0.002942785,0.172106094,0.228514917,0.233430101,0.122545431,0.230732929,0.172274743,0.233602738,0.136671819,0.227760314,0.069010938,0.236150607,0.197518528,0.155142142,0.22711751,0.216314624,0.206990375,0.248024049,0.07022507,0.08895548,0.252959301,0.040085015,0.12332741,-0.094728708,0.17912114,0.276665183,0.389278838,0.301567682,0.282587506,0.191392498,0.181397263,0.199009706,0.567312638,1,0.851640667,0.699887709,0.431340902,0.076120737,0.484393206,0.464181596,0.432743624,0.326186735,0.006972236,0.06529069,0.192919974,0.204805089,0.260788827,0.080994604,0.201632278,0.113108553,0.199606746,0.252004778,0.098130644,0.140814459,0.138216567,0.064352398,0.057584935,0.075362183,0.094399105,0.106861764,0.20800201,0.262089195,0.272111728,0.277177765,0.127047563,0.145511034,0.150073659,0.176010764,0.12992014,0.076703088,0.009912915,0.070915592,0.019951503,0.073702588,0.222428474,0.051821328,0.00255956,0.20495139,0.160223499,0.237812501,0.145251242,0.002775543,-0.079534351,0.126538921,0.108429813,0.165097163,0.252360333,0.19562219,0.304462505,0.201474171,0.121784037,0.248374842,-0.081345536,0.206669402,-0.27127222,-0.000334616,-0.048421989,0.135553964,-0.260928937,-0.046390516,-0.014865756,-0.05062922,-0.059098317,0.02658891,0.017158672
