ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1-1(FA),Q.2,Q.3-1(FA),Q.4-1(FA),Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m3,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,Q.18-m1,Q.18-m2,Q.18-m3,Q.18-m4,Q.18-m5,Q.18-m6,Q.19-m1,Q.19-m2,Q.19-m3,Q.19-m4,Q.19-m5,Q.19-m6
m89788102325,56,群馬県,男性,既婚,会社員(正社員),商社・卸売り・小売業,600万～700万未満,持ち家（一戸建て）,あり,新垣結衣,2,0,10000,6,6,6,6,5,6,6,1,6,6,6,6,6,4,2,2,2,2,2,2,2,2,3,2,5,5,5,6,6,6,6,6,6,2,6,3,1,1,1,4,2,5,4,4,6,3,3,4,5,2,2,2,2,6,5,5,5,2,6,6,2,5,2,5,4,4,5,5,6,6,2,2,2,4,2,2,5,5,5,5,5,5,5,6,6,5,6,1,5,5,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,4,1,2,6,6,1,2,5,5,6,6,4,6,4,5,5,2,4,4,2,5,1,4,1
m89787702812,34,東京都,男性,既婚,自営業,メディア・マスコミ・広告業,500万～600万未満,持ち家（一戸建て）,あり,広瀬すず,2,2000,3000,5,6,6,5,2,4,6,2,2,6,2,5,4,2,2,1,5,2,2,1,2,2,2,1,7,3,2,6,6,6,4,5,5,5,4,5,4,1,1,2,2,2,2,2,3,6,2,6,6,2,2,5,1,6,1,1,6,1,1,1,2,1,1,1,1,1,1,5,1,6,1,1,2,1,1,1,5,4,4,1,2,1,5,5,1,2,2,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,2,6,1,1,6,5,3,2,6,6,5,6,2,6,6,6,6,2,2,3,1,5,2,5,2
m8975622357,50,大阪府,男性,未婚,会社員(正社員),教育業,"1,500万～1,800万未満",持ち家（一戸建て）,なし,真田広之,1,0,0,6,4,6,6,6,6,6,2,6,6,6,6,6,3,1,1,2,1,1,1,3,1,5,4,1,1,3,3,4,2,4,4,5,5,4,6,4,2,1,1,3,2,5,5,4,3,4,4,6,1,5,4,5,3,4,5,5,4,4,4,3,4,3,3,6,5,5,6,5,6,2,2,1,1,1,1,4,4,4,3,4,4,5,6,4,3,5,1,1,3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,6,3,2,6,5,4,1,6,6,6,6,6,4,3,2,4,4,3,4,3,4,3,3,3
m89788243660,51,大阪府,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,神田さやか,1,0,5000,7,7,7,6,7,6,6,2,6,7,6,6,7,5,3,2,5,2,2,1,2,2,5,5,2,2,5,5,3,3,7,7,5,6,6,3,4,5,4,3,4,6,6,6,6,6,3,5,5,3,3,3,2,6,4,4,5,4,6,5,4,5,5,3,6,5,5,6,7,7,5,5,5,3,3,3,3,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,3,3,5,5,2,5,3,5,5,5,4,5,3,6,6,2,7,6,5,2,6,5,6,6,5,5,5,5,5,3,4,4,2,5,2,2,3
m89787827618,36,神奈川県,女性,既婚,会社員(正社員),金融・証券・保険業,"900万～1,000万未満",持ち家（一戸建て）,あり,三浦春馬,1,0,0,7,7,7,7,7,7,7,7,7,7,6,6,7,5,2,2,3,3,4,4,1,2,5,2,7,6,7,7,7,7,7,7,7,7,7,2,4,4,4,4,4,4,4,5,5,4,5,6,6,3,3,1,2,3,4,4,4,4,7,7,3,5,7,1,7,7,7,7,2,7,1,1,1,1,2,3,6,6,6,4,4,6,5,6,6,3,2,1,2,6,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,7,7,6,1,5,5,7,7,5,6,7,6,5,3,2,3,5,3,5,4,2
m89788828669,41,福岡県,女性,未婚,パート・アルバイト,サービス業,200万～300万未満,持ち家（一戸建て）,あり,菅田将暉くん,1,0,10000,6,6,7,7,6,7,6,1,6,1,1,7,7,4,4,4,2,4,4,1,4,5,5,4,3,1,4,6,6,6,7,5,3,4,4,5,4,4,2,1,1,4,4,4,2,1,1,1,4,7,1,1,1,7,4,5,5,4,7,7,4,4,4,4,4,4,6,7,7,7,1,1,1,1,1,1,1,7,7,4,7,4,5,7,7,4,4,4,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,5,1,7,7,7,7,1,7,5,7,7,7,7,7,7,7,4,7,7,6,6,6,6,6
m8970575447,69,福岡県,女性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,草彅剛,1,0,0,6,6,6,6,6,4,6,1,4,6,6,4,6,2,1,1,1,1,2,1,2,2,4,2,1,1,6,5,4,4,6,4,5,3,6,6,4,2,1,1,2,5,2,4,1,1,4,4,5,2,4,2,2,5,4,2,1,1,6,5,2,5,2,2,4,4,4,7,6,7,2,1,1,1,1,1,4,4,4,2,5,4,5,5,3,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,5,2,1,7,6,5,1,6,6,6,6,4,5,7,7,5,1,4,5,5,2,4,4,2
m8970716289,55,静岡県,女性,既婚,パート・アルバイト,商社・卸売り・小売業,100万未満,持ち家（一戸建て）,あり,福山雅治,1,100000,100000,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,6,6,6,5,7,7,7,7,7,5,7,7,7,7,7,7,6,5,7,5,5,5,6,6,6,7,6,7,5,5,7,3,2,7,2,2,2,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,1,1,1,4,5,6,6,7,7,7,7,7,5,7,7,6,7,5,6,7,6,5,5,5,5,6,6,6,5,5,6,6,6,6,7,7,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,5,5,7,1,3,1
m89788597653,26,大阪府,女性,未婚,会社員(正社員),金融・証券・保険業,400万～500万未満,賃貸（マンション）,なし,田中圭,1,10000,30000,7,7,6,7,6,6,6,1,5,7,5,6,6,5,1,3,4,2,4,1,2,2,5,3,1,1,7,7,7,6,6,3,6,6,5,3,5,4,4,5,5,5,5,4,2,1,2,2,5,5,2,1,2,4,6,5,4,3,7,7,4,6,6,6,5,7,6,6,7,6,1,1,1,4,3,3,5,5,5,5,4,4,5,5,6,5,6,3,7,7,1,3,1,1,5,4,1,4,1,2,1,5,5,6,4,6,6,6,5,5,5,6,5,4,6,7,7,5,6,6,5,2,5,5,5,5,5,6,2
m8962763372,47,北海道,男性,未婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,あり,松重豊,1,0,0,7,7,7,7,6,4,6,1,6,7,6,5,6,2,1,1,1,1,1,1,1,1,4,1,1,1,5,2,4,1,6,6,5,7,4,7,2,1,1,1,1,2,4,5,3,1,1,1,3,4,1,1,1,4,5,5,5,2,4,4,1,5,4,4,5,5,5,7,7,7,1,1,1,1,1,1,2,2,2,1,2,1,5,5,5,4,4,1,1,6,1,1,1,1,1,2,5,3,1,1,1,1,1,4,1,7,1,1,7,7,4,1,6,6,6,6,4,2,1,2,4,6,4,4,1,7,2,2,4
m89789102449,55,栃木県,女性,既婚,専業主婦,勤めていない,"1,200万～1,500万未満",持ち家（一戸建て）,なし,小泉孝太郎,1,0,30000,6,5,4,5,5,5,5,2,5,6,6,6,5,4,3,3,2,4,2,2,4,4,4,2,1,2,6,6,6,6,5,5,5,2,5,3,3,4,2,4,4,4,4,4,2,2,2,2,2,3,1,2,2,4,6,6,5,2,4,5,2,5,2,4,5,6,5,5,5,5,2,2,2,1,3,2,5,5,5,4,4,4,5,6,4,5,5,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,2,6,6,4,4,5,4,6,6,6,4,5,5,2,3,2,4,5,5,2,4,4
m89789138749,43,神奈川県,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,福士蒼汰,1,0,10000,5,5,5,6,4,5,5,3,4,4,5,5,6,3,3,3,5,5,4,3,3,3,5,4,5,3,6,7,6,6,5,5,4,4,5,3,4,4,3,5,5,4,5,3,4,3,3,4,4,4,5,3,3,4,3,3,3,2,5,5,3,6,4,4,5,4,4,5,5,5,2,3,2,3,3,2,5,5,4,3,4,4,5,4,5,3,5,1,3,3,1,3,2,1,2,3,2,2,2,2,2,1,1,2,2,4,4,4,6,4,4,4,4,4,5,5,4,5,6,6,5,6,5,5,5,5,5,5,5
m8972784950,54,静岡県,男性,既婚,会社員(正社員),製造業,700万～800万未満,持ち家（一戸建て）,あり,アン,1,3000,10000,6,6,6,6,6,6,6,1,6,6,6,6,5,2,5,2,2,4,3,3,2,5,4,4,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,5,5,5,5,5,2,6,5,2,5,5,5,5,5,5,5,5,4,6,4,5,5,5,5,4,5,4,6,2,2,4,4,5,5,5,5,5,5,5,5,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,6,4,4,5,5,5,5,2,5,5,5,5,5,5,5
m89789754283,29,埼玉県,女性,既婚,会社員(正社員),その他,"900万～1,000万未満",持ち家（一戸建て）,あり,三浦春馬,1,0,0,7,7,7,7,7,7,7,1,7,7,7,6,7,1,2,2,2,3,3,2,1,1,1,1,5,1,7,7,7,5,6,6,6,6,6,2,2,2,2,2,3,2,2,2,5,5,5,5,5,1,5,1,2,2,2,2,2,2,7,7,1,3,3,2,2,2,7,7,7,6,1,1,1,2,2,5,5,6,6,1,6,7,5,5,1,1,2,2,3,3,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,7,6,6,6,7,4,4,7,3,5,5,4,4
m89789913736,52,佐賀県,男性,未婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（一戸建て）,なし,米倉涼子,2,20000,50000,6,6,6,5,5,6,6,3,5,6,5,5,5,4,3,3,3,4,4,3,3,3,4,3,3,3,5,5,4,4,5,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,3,3,5,4,4,5,3,4,4,5,5,4,4,5,5,5,3,3,3,4,4,3,4,4,4,4,4,4,5,5,5,4,5,3,4,4,3,3,2,2,2,3,3,4,2,2,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,4,4,4,3,4,4,4,3,3,5,3,3,4
m89789712446,28,愛知県,男性,未婚,会社員(正社員),サービス業,300万～400万未満,賃貸（アパート）,なし,町田啓太,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
m89787816494,61,神奈川県,男性,既婚,無職,勤めていない,800万～900万未満,持ち家（一戸建て）,あり,濱田龍臣,1,30000,50000,5,5,3,4,3,5,6,2,5,6,5,6,4,3,2,4,5,4,5,2,3,3,6,4,2,3,3,5,6,5,6,3,5,2,3,4,3,3,3,2,2,5,4,5,4,2,2,2,2,4,2,2,2,3,4,2,2,3,5,6,3,5,2,4,5,5,5,5,5,6,2,2,2,5,5,4,6,6,6,5,6,6,5,6,4,5,6,5,6,6,4,4,4,4,5,5,3,5,4,3,3,2,2,3,5,6,4,2,4,4,4,2,4,4,6,6,6,3,5,5,5,4,3,4,3,5,2,3,4
m8974420385,47,兵庫県,女性,既婚,専業主婦,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,あり,杉野遥亮,1,0,0,5,4,5,5,5,6,6,4,5,5,4,5,5,4,4,4,4,4,4,3,4,4,4,2,2,3,6,6,6,6,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,5,4,3,4,4,4,5,4,4,4,4,5,3,3,3,3,3,3,5,5,5,4,4,3,5,4,3,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,5,4,4,4,4,5,5,5,3,5,4,5,4,5,5,4,4,4,5,4
m89788014158,38,大阪府,女性,未婚,パート・アルバイト,医療・福祉,100万～200万未満,持ち家（一戸建て）,なし,田中圭,1,0,2000,5,5,5,5,5,5,5,3,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,5,5,4,5,5,6,5,2,2,2,2,2,4,2,2,4,4,5,4,3,4,5,3,5,6,2,2,5,2,6,5,2,4,2,2,2,2,2,6,4,6,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,2,2,6,6,4,2,6,4,6,5,3,5,5,5,4,5,3,3,5,5,2,4,3
m8971199480,45,北海道,女性,既婚,会社員(正社員),医療・福祉,400万～500万未満,持ち家（一戸建て）,あり,綾野剛,1,4000,10000,5,5,5,6,7,6,7,7,6,6,6,6,7,4,4,4,5,5,4,4,4,4,5,4,4,4,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,4,4,5,5,5,5,4,4,4,5,5,5,4,4,6,6,6,6,6,4,6,5,5,7,7,7,6,4,2,4,4,4,5,5,6,5,5,5,5,5,6,4,5,3,4,5,3,1,1,1,2,2,2,2,2,3,2,2,2,2,3,3,2,4,4,5,4,3,3,3,3,5,5,3,5,5,4,3,4,5,5,6,3,5,6
m8970958375,47,岩手県,男性,未婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,綾瀬はるか,2,0,3000,6,5,6,6,5,6,6,4,5,7,5,6,6,4,5,4,4,5,4,4,4,3,5,4,6,5,6,6,6,6,5,6,6,4,6,4,4,4,5,4,5,7,6,5,6,6,6,6,6,4,4,2,4,2,5,5,5,4,7,7,4,5,5,5,7,5,7,7,6,6,2,2,2,4,3,4,6,6,6,5,6,6,5,7,7,5,5,5,6,6,4,2,2,2,2,4,2,3,3,4,4,2,4,4,5,6,4,2,6,5,4,2,6,6,6,6,7,3,2,2,3,6,2,4,1,7,6,1,2
m8998356701,44,神奈川県,男性,既婚,経営者・役員,不動産業,200万～300万未満,持ち家（一戸建て）,あり,石原さとみ,2,0,0,7,7,7,6,6,6,6,1,5,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,1,4,4,1,4,4,4,4,4,4,4,4,5,5,1,1,1,1,4,1,1,1,1,1,1,4,7,7,7,4,7,7,7,7,6,6,6,6,1,6,4,5,5,5,1,5,1,5,7,1,3,2,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,7
m8984033529,39,奈良県,女性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（マンション）,なし,山崎賢人,1,0,0,7,4,3,6,5,7,6,3,7,6,6,7,7,3,3,2,2,3,2,3,2,2,2,2,2,2,6,7,7,7,7,3,5,7,7,6,7,7,7,7,6,6,6,5,5,4,4,5,4,2,6,4,2,3,4,4,4,4,4,5,7,7,7,7,7,7,7,7,7,7,2,1,1,4,2,3,6,6,7,6,7,7,5,6,6,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,6,6,5,2,7,2,4,5,5,5,4,3,3,4,4,4,3,5,2,4,2
m8970496504,36,北海道,男性,既婚,会社員(正社員),建設業,200万～300万未満,持ち家（一戸建て）,なし,藤原竜也,1,10000,10000,7,7,7,6,7,7,7,1,7,7,7,7,7,5,1,3,4,5,2,1,5,7,7,7,1,1,3,4,7,5,7,7,7,7,7,4,4,4,5,6,5,5,7,6,5,7,7,7,5,4,1,1,7,7,7,5,7,6,7,7,3,7,6,5,7,7,7,7,7,7,1,1,1,2,3,1,5,6,7,5,7,7,5,6,7,6,7,1,5,7,4,4,2,1,1,3,7,7,4,3,5,5,4,6,7,7,2,7,7,7,6,7,7,7,7,7,7,6,7,7,7,1,6,6,5,5,5,5,1
m8971363768,40,北海道,女性,未婚,パート・アルバイト,サービス業,100万～200万未満,賃貸（アパート）,なし,山田孝之,1,0,0,6,6,6,5,6,5,6,1,4,6,6,5,6,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,4,4,4,5,4,4,4,4,4,4,2,4,2,4,4,4,3,4,4,2,4,2,2,4,2,6,5,5,4,4,6,6,2,2,2,2,5,5,6,7,7,6,4,2,2,2,2,2,5,5,5,4,4,4,5,5,4,4,5,2,4,6,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,4,4,4,6,6,5,4,4,4,6,6,5,4,5,5,4,4,3,3,3,6,2,2,4
m89687700134,56,神奈川県,男性,未婚,会社員(正社員),製造業,500万～600万未満,持ち家（マンション）,なし,原田知世,2,1500,5000,5,4,5,5,4,3,5,3,4,5,5,4,3,3,3,3,5,3,3,3,3,3,4,3,3,4,4,5,4,3,5,4,5,5,4,3,3,3,3,3,3,5,3,4,3,3,3,3,3,4,3,3,3,3,5,4,4,3,4,4,4,5,3,3,3,3,4,5,4,4,3,3,3,3,3,3,3,4,4,3,3,5,5,4,3,5,5,3,4,5,3,3,2,2,2,5,3,4,2,3,2,3,2,3,4,5,3,3,4,5,4,4,5,4,5,5,3,3,3,3,3,3,3,3,3,5,3,3,3
m89787900667,30,兵庫県,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,星野源,1,1000,3000,7,6,6,6,6,7,6,1,6,6,6,7,6,3,3,2,3,2,2,1,3,4,3,1,2,1,5,5,5,5,6,7,4,5,6,4,4,4,3,4,4,5,6,6,4,3,3,3,3,5,3,3,2,4,3,3,3,3,5,5,3,5,4,4,4,5,5,6,6,6,2,2,2,2,2,2,5,5,5,2,2,2,5,5,5,4,4,4,4,5,3,2,1,1,2,2,2,4,2,3,3,2,2,2,2,2,2,2,6,5,2,5,6,5,6,6,4,7,7,7,5,2,5,5,5,4,3,5,1
m8996642235,43,福井県,女性,未婚,会社員(正社員),サービス業,200万～300万未満,その他,なし,西島秀俊,1,0,5000,4,5,5,5,4,5,5,3,3,5,5,5,4,3,2,2,5,5,4,2,4,3,5,3,2,1,6,5,5,5,6,6,6,3,4,5,4,3,2,3,2,2,4,5,3,2,2,2,4,4,2,2,2,5,4,4,4,2,6,4,2,4,2,2,6,6,6,6,6,6,2,2,2,2,2,2,5,5,5,3,5,3,5,4,4,4,4,4,5,5,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,4,2,2,6,5,2,2,5,5,6,6,5,5,5,5,5,3,4,5,4,4,2,5,2
m899299930,63,鳥取県,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,堺雅人,1,0,0,6,6,7,7,2,5,6,1,7,7,7,5,6,2,1,1,2,1,1,1,1,2,4,2,2,1,5,6,5,4,6,6,4,6,5,7,5,6,2,2,4,7,4,5,7,6,6,7,7,1,1,2,5,6,4,4,4,4,6,6,2,2,4,6,7,6,6,6,7,7,1,1,1,4,2,4,6,6,6,6,6,6,5,6,6,3,5,1,2,3,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,5,2,2,7,7,6,1,4,7,6,6,6,4,6,5,4,2,3,4,4,4,2,4,2
m89789290550,29,東京都,女性,未婚,会社員(正社員),医療・福祉,"2,000万以上",持ち家（一戸建て）,なし,岡田将生,2,0,0,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,5,3,4,5,4,6,1,1,1,1,1,2,1,1,2,2,2,5,2,4,2,2,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,5,4,5,1,1,1,1,1,1,3,3,3,1,1,1,5,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,4,1,1,7,7,4,5,5,5,5,3,5,4,4,5,5,4,2
m89789625757,31,東京都,男性,未婚,会社員(正社員),商社・卸売り・小売業,"1,000万～1,200万未満",賃貸（一戸建て）,なし,有村架純,2,5000,20000,5,5,5,5,5,5,5,1,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,3,4,4,4,4,4,4,4,4,5,5,6,5,3,3,3,3,5,4,3,2,5,5,5,5,4,5,4,3,4,4,4,5,6,6,6,5,6,4,4,3,5,5,4,5,5,5,3,4,4,5,5,4,5,4,3,4,5,3,2,2,2,2,4,4,3,2,2,2,3,4,3,3,5,4,2,6,6,5,2,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,4,2
m8971612715,43,奈良県,女性,既婚,医師・医療関係者,医療・福祉,"900万～1,000万未満",持ち家（一戸建て）,あり,沢村一樹,1,0,1000,7,7,7,7,7,7,7,1,7,7,7,7,7,4,4,4,4,4,4,1,1,4,6,6,6,1,7,7,7,7,4,4,4,7,7,4,4,4,4,7,4,7,7,4,4,4,4,4,4,7,4,1,1,4,4,4,4,1,4,6,4,6,4,4,6,6,6,7,7,7,4,1,1,1,1,1,7,6,6,6,6,4,5,7,5,4,7,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,5,4,7,1,7,7,7,7,7,7,7,1,6,6,4,5,2,6,1
m89788054095,53,大阪府,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,大泉洋,1,1800,5000,7,6,6,6,4,5,6,1,4,7,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,5,4,5,5,6,4,2,1,1,4,4,4,4,5,3,3,3,3,3,2,2,1,1,1,1,2,1,4,5,1,4,2,2,2,2,4,7,6,6,1,1,1,1,1,1,3,3,3,2,2,2,5,4,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,6,6,4,2,5,5,6,6,2,5,5,5,4,4,4,4,6,5,4,4,2
m89787830662,34,埼玉県,女性,既婚,専業主婦,勤めていない,100万未満,賃貸（マンション）,あり,松岡昌宏,2,0,0,1,2,3,1,4,2,2,1,6,7,6,6,6,4,1,1,4,1,1,1,1,1,5,1,1,1,7,7,7,5,7,6,1,4,4,4,1,1,1,4,1,6,6,6,5,6,5,5,2,6,1,1,1,6,6,5,1,4,5,2,1,2,5,5,5,5,5,7,7,7,1,1,1,4,3,1,4,5,6,1,7,4,5,7,1,6,6,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,1,1,7,7,4,1,4,4,6,6,6,5,5,5,5,1,6,5,2,7,7,7,2
m89789178889,54,神奈川県,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（マンション）,なし,西島秀俊,1,0,0,6,6,5,5,5,4,5,1,5,6,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,6,6,4,5,4,6,4,1,1,1,1,2,2,4,1,1,1,1,4,5,1,1,1,2,1,2,1,1,1,4,1,2,1,2,2,2,4,6,4,5,2,2,1,1,1,1,2,2,2,2,2,1,5,5,1,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,2,7,6,4,2,6,4,5,5,5,6,5,5,6,2,6,6,5,2,4,4,1
m89788318121,51,東京都,男性,既婚,会社員(正社員),運送・輸送業,500万～600万未満,持ち家（一戸建て）,あり,吉岡里帆,2,0,5000,5,6,4,6,5,5,5,2,5,6,5,6,6,3,5,2,1,5,2,1,2,1,2,5,5,4,6,6,6,6,6,4,4,4,6,6,3,2,1,1,1,6,2,2,2,1,6,3,6,1,1,2,1,2,2,2,3,2,2,2,2,5,1,2,6,6,5,7,6,6,1,1,2,1,1,1,5,5,5,2,5,5,5,3,2,5,5,2,2,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,6,6,6,2,4,4,6,6,5,6,6,5,5,4,5,5,4,5,5,5,1
m89789656533,57,愛知県,男性,既婚,会社員(正社員),金融・証券・保険業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,白石麻衣,2,0,0,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,3,3,4,3,4,5,4,6,5,6,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,3,3,3,3,4,3,4,3,4,4,4,3,3,3,4,4,5,4,4,4,4,4,4,3,3,2,3,5,5,5,3,3,3,5,4,3,3,3,2,3,4,3,3,3,1,1,2,2,2,2,2,3,2,2,2,2,3,3,4,3,3,2,3,3,2,2,2,3,4,4,4,5,4,4,4,5,4,3,2,3
m8970846144,51,宮城県,女性,既婚,パート・アルバイト,商社・卸売り・小売業,700万～800万未満,社宅,なし,パク　ボゴム,1,10000,10000,7,7,7,7,7,7,7,1,5,2,6,7,6,2,1,1,1,1,2,1,1,2,1,2,1,1,6,7,7,7,7,6,7,4,6,4,4,2,1,2,1,2,2,4,2,2,2,2,1,4,1,1,1,2,4,4,4,2,7,7,1,6,1,1,2,4,4,6,6,6,1,1,1,1,1,1,6,6,6,2,2,2,5,7,5,4,5,2,4,7,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,2,2,1,7,7,1,1,7,6,7,7,7,2,6,4,6,5,5,5,5,5,2,2,2
m8970804193,33,愛知県,女性,既婚,会社員(正社員),金融・証券・保険業,300万～400万未満,持ち家（一戸建て）,あり,織田裕二,1,0,5000,4,4,4,4,3,3,3,3,3,4,3,5,5,4,4,4,3,3,3,3,4,4,5,4,5,3,6,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,4,4,4,6,4,4,4,5,4,4,5,5,5,5,5,5,5,4,5,5,7,7,7,7,7,7,5,6,5,5,5,5,6,4,4,5,5,5,7,5,4,5,3,4,4,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,5,4,4,5,5,6,5,4,4,4,4,6,5,5,5
